Open_Text,Perfect_Interview,Compensation_Expectation,Documentation,Inexperienced_Interviewers,Infrastructure,Insufficient_time,Interview_Content,Interview_Process_Drive,Interviewer_Professionalism,Job_Description,Lack_of_Knowledge,Lengthy_Process,Loop_Closure,Online__F2F,Openess_to_Multiple_approach,Problem_Statement,Role_Clarity,Selection_Information,Schedule_Adherance,Timely_Communication,Time_Slot_Flexibility,Recruiter_professionalism,Joining_Date_Flexibility,Application_Process,Sum
"The question was ambiguous in the dsign round. The interviewer couldn't explain clearly what was desired requirements even after probing questions. In the coding round, the question was too lengthy and very broad scope to code within the given time. Also, the core problem is the interviewer is not present after initial discussion. When interviewer comes back at the end, we see many differences in interpretation of the questions which is bound to happen. If coding skill is being tested the scope of question should be very clearly defined. Interviewer should present to clear any questions.",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
It very grate and helpful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I work on hard and any challenge accepted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Process of flipahead is a great opportunity. Need to educate employees at hub level about its seriousness. Most of the time they do not get how far they can come with this opportunity, like me.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview went well but got delayed in confirming.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I would rather say it comes across as a very evolved process already,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"My interview went well, and the recruiter told me that you will get a response from our end in another 2 days. However it's been 15 days now and i sent a follow up after 1 week, but no response. My suggestion is even if you don't want to take candidate, but atleast share a feedback with him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Give a chance to speak to hiring manager before rejecting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The sessions were quite enlightening for me and in fact they felt more like interactions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"It's too long...on sep first week, i had machine coding round.. the round and it's evaluation took entire day..9.30 am to 6 pm.. so far in one month, i only had that round and told that next rounds will happen after oct 10.. i mean respect candidate's time also.. as you are evaluating us, we also evaluate that are you fit to be future employer",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Process is ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Process is ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The first day of the interview was pretty long considering the number of interviewees. But there was no breakfast or lunch provided which made me feel tired. You can consider providing them.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"Data Science is a vague term, and there are many facets to it. The way we conduct science is different today. It is not question of recall, but it is question of how do you seek and acquire knowledge. Particularly for someone like me, recall is an issue, which is what I was assessed primarily on. Nevertheless, the process was fair, and one can not tailor interview for every individual. It is stressful for everybody involved.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
I have been trying to reach out to the HR who coordinated with me to tell me the results of the interview. No response from the HR. I still do not know the status of my application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
All interviews in one day would have helped as the continuity in maintained. however its understood that there are schedules and availability constraints!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dont ghost on the candidates and if you feel candidate did not pass any interview let him/her know. and please dont waste time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"The interviewers were nice in general.
But it seems some were looking for specific answers to open ended ambiguous problems, which may have multiple correct solutions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Manage the schedule better
I waited for 3 hrs between 2 rounds",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"While the process of smooth, none of my interviews started on time. The interviewers were always late by 15/20 mins from the scheduled time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"A more structured approach to interviews is something that can be considered. However, that may be difficult.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Process could be made shorter.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Thier is no any particular feedback for any particular person,

As you already aware due to Covid situation lots of people have laid off.

Please give hike on Thier salary else give them same salary.

I have seen the condidate did not get what he deserves.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
I feel the interview process is good only.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clear explanation to candidates about an end to end process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Please provide the feeback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dont have anything,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The overall timetaken seems to be long and it would be good if this can be shortened.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Have diversified thinking... a problem can be solved in wide variety of ways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
I m vary happy to all kind of work,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Did not receive any update on the interview results. In current situation where there's so much uncertainty, no response or update on the application makes it difficult to know how the interview went or what could have been my improvement areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Please reply to rescheduling emails/messages.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Please be more transparent with selection process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"Candidates invest a lot of time and energy into going through the process. If an application is turned down, the least that can be expected is a response from the recruitment team. But i haven't heard anything from them. Very disappointed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Process seemed lengthy.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Don't make candidates to wait for long time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Over all journey was commandable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The interviewers were very attentive and listened carefully. They helped me and offered me hints when they saw i was stuck, so that i could think of alternative approaches to problems.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Waiting period for interview is too long which need to fix.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
There were 6 scheduled interactions which could be optimised. Also no updates after all the calls are done.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
"interviews on call are a bit difficult,i think both parties understand that.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Connect with the mood to hire.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"He has very good and he has very good knowledge about work, and very soft spoken...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
All was great except for the last round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have lesser rounds,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rather than sticking to only one area, discuss about multiple areas",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Facilitate discussion, help an interviewee out when they get stuck.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Interviewer specially Anusha Anand was very rude and was not even interested to listen complete answer.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"I wish the HR would be more considerate of the interviewee's time as well where I would not have to lose my other offers. Also, that they be transparent on the whole process and its outcome. The interview process is also a reflection of the organizational culture of a company which would help the candidate decide whether to work for the company or not. Thanks!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
Only 1 out of 3 discussions took place. Rest two haven't happened yet though the recruiter promised to schedule them ASAP.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
They should expect whatever they require for the job. They should not ask irrrelevant questions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Kindly book the room for interview as i have to change a room to another due to it was not blocked for interview.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
It would be good if the whole process is completed on a single day. For me it stretched over 1.5 months for DS Algo round.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
no comments..its going good only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"In one of the discussion round with HR, that happened over phone, sometimes I felt like the interviewer was not a good listener. My views, conversations were cut short multiple times.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Please be on time and atleast inform if you are not able to attend interview. It is good for candidate atleast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"It was very time consuming, should work on that.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The duration of the interview was longer than communicated in the email.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"avoid delay, for me it took more than a month",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Process is already set,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lesser number of rounds in a day. I had 5 rounds in a single day.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
I do not feel any changes are required as it was a highly professional interview,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"At the end, on the final results the HR spokesperson stopped taking my calls to explain or talk about the feedback.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
Need to be more specific for the questions they asked.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Confirmation can be fast as they have taken 1 week to confirm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Need to keep the slots strict.
So avoid last minute selection of interviewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Meeting rooms to have proper stationary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Could have provided feedback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Make sure to give 2 contact people names instead of only a single person . The person allocated to me was very rude and unwelcoming,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Possibly test on the skill set for the job rather than a generic test. For ex:- as a front end developer we are used to frameworks like react/angular etc. But in the preliminary test I was asked to take the test in vanilla JS. once you get used to frameworks it is very difficult to write the whole code in vanila JS,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Please be open to an alternate solution to the problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"If you say that I get 1 hour for machine coding, give me proper 1 hour. Don't ask for submission in 55 minutes. And be less rude.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"He just jumped into the question. I don't know if it's expected behavior. Usually, I expect a minimal knowing each other to feel myself better.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Please shorten the response time while interacting with the candidate. It reflects poorly on the org if it takes one week to respond to simple feedback mail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
The process was lengthy which can be improvised.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Interviewers are good & knowledgeable.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"If u want to evaluate on modeling and coding, provide 2-3 hours for machine coding round",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Don't make the candidate to wait for lengthy hours in between hours,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Duration to be short a little,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Machine coding round must have longer duration.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"I would like to get a concert feedback on what areas I need to work, so I can apply next time with confidence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"Enriching experience which were challenging yet fun, especially all the case studies and role plays conducted!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The interviewers should avoid getting in touch with the candidate directly. 
It was discomforting to talk to a senior professional who constantly insisted on having dinner . T",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Everything went really well, except the 2nd round didnt start on time !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Discuss real-world problem pertaining to your business. It will be more engaging and help candidate understand the business problem you are trying to solve.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
They di qualified me after taking wrong feedback from my past company for which they don't have proof.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The process can be made eliminatory i.e rather than conducting 4 rounds necessarily, they should be done only when you are eligible for the next round",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"If the interview is online, then its good to do a video conferencing, and not only 1 sided video conversations makes it feel odd and uncomfortable.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Please maintained the time schedule.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Replaced with object match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eventually, we all need to improve in online facilities",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Too lenthy process and Need to take feedback.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Should be somewhat short of span,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"It's good to set expectations right. At times, its difficult to show all qualities in 1 hour duration if the thoughts are not structured beforehand.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The interview should start in the said time and for any delay the candidate must be informed.No personal comments while the interviewer takes the stress test of the candidate.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
"All interviewer except one were respectful and fair.
One senior interviewer seemed like was pre-occupied to say No irrespective of how the interview progressed.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Just try to know more about candidate and his knowledge by giving some hint or keyword,
May be is not getting at the moment due to nervous.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
They didn't even schedule my interview. They just asked me time of interview and rejected within 5 minutes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
